0001ADB0	Fists
000FE466	Hollow Rotten Ghru Dagger+10
00102CA0	Harpe
00102CA1	Harpe+1
00102CA2	Harpe+2
00102CA3	Harpe+3
00102CA4	Harpe+4
00102CA5	Harpe+5
00102CA6	Harpe+6
00102CA7	Harpe+7
00102CA8	Harpe+8
00102CA9	Harpe+9
00102CAA	Harpe+10
00102D04	Heavy Harpe
00102D05	Heavy Harpe+1
00102D06	Heavy Harpe+2
00102D07	Heavy Harpe+3
00102D08	Heavy Harpe+4
00102D09	Heavy Harpe+5
00102D0A	Heavy Harpe+6
00102D0B	Heavy Harpe+7
00102D0C	Heavy Harpe+8
00102D0D	Heavy Harpe+9
00102D0E	Heavy Harpe+10
00102D68	Sharp Harpe
00102D69	Sharp Harpe+1
00102D6A	Sharp Harpe+2
00102D6B	Sharp Harpe+3
00102D6C	Sharp Harpe+4
00102D6D	Sharp Harpe+5
00102D6E	Sharp Harpe+6
00102D6F	Sharp Harpe+7
00102D70	Sharp Harpe+8
00102D71	Sharp Harpe+9
00102D72	Sharp Harpe+10
00102DCC	Refined Harpe
00102DCD	Refined Harpe+1
00102DCE	Refined Harpe+2
00102DCF	Refined Harpe+3
00102DD0	Refined Harpe+4
00102DD1	Refined Harpe+5
00102DD2	Refined Harpe+6
00102DD3	Refined Harpe+7
00102DD4	Refined Harpe+8
00102DD5	Refined Harpe+9
00102DD6	Refined Harpe+10
00102E30	Simple Harpe
00102E31	Simple Harpe+1
00102E32	Simple Harpe+2
00102E33	Simple Harpe+3
00102E34	Simple Harpe+4
00102E35	Simple Harpe+5
00102E36	Simple Harpe+6
00102E37	Simple Harpe+7
00102E38	Simple Harpe+8
00102E39	Simple Harpe+9
00102E3A	Simple Harpe+10
00102E94	Crystal Harpe
00102E95	Crystal Harpe+1
00102E96	Crystal Harpe+2
00102E97	Crystal Harpe+3
00102E98	Crystal Harpe+4
00102E99	Crystal Harpe+5
00102E9A	Crystal Harpe+6
00102E9B	Crystal Harpe+7
00102E9C	Crystal Harpe+8
00102E9D	Crystal Harpe+9
00102E9E	Crystal Harpe+10
00102EF8	Fire Harpe
00102EF9	Fire Harpe+1
00102EFA	Fire Harpe+2
00102EFB	Fire Harpe+3
00102EFC	Fire Harpe+4
00102EFD	Fire Harpe+5
00102EFE	Fire Harpe+6
00102EFF	Fire Harpe+7
00102F00	Fire Harpe+8
00102F01	Fire Harpe+9
00102F02	Fire Harpe+10
00102F5C	Chaos Harpe
00102F5D	Chaos Harpe+1
00102F5E	Chaos Harpe+2
00102F5F	Chaos Harpe+3
00102F60	Chaos Harpe+4
00102F61	Chaos Harpe+5
00102F62	Chaos Harpe+6
00102F63	Chaos Harpe+7
00102F64	Chaos Harpe+8
00102F65	Chaos Harpe+9
00102F66	Chaos Harpe+10
00102FC0	Lightning Harpe
00102FC1	Lightning Harpe+1
00102FC2	Lightning Harpe+2
00102FC3	Lightning Harpe+3
00102FC4	Lightning Harpe+4
00102FC5	Lightning Harpe+5
00102FC6	Lightning Harpe+6
00102FC7	Lightning Harpe+7
00102FC8	Lightning Harpe+8
00102FC9	Lightning Harpe+9
00102FCA	Lightning Harpe+10
00103024	Deep Harpe
00103025	Deep Harpe+1
00103026	Deep Harpe+2
00103027	Deep Harpe+3
00103028	Deep Harpe+4
00103029	Deep Harpe+5
0010302A	Deep Harpe+6
0010302B	Deep Harpe+7
0010302C	Deep Harpe+8
0010302D	Deep Harpe+9
0010302E	Deep Harpe+10
00103088	Dark Harpe
00103089	Dark Harpe+1
0010308A	Dark Harpe+2
0010308B	Dark Harpe+3
0010308C	Dark Harpe+4
0010308D	Dark Harpe+5
0010308E	Dark Harpe+6
0010308F	Dark Harpe+7
00103090	Dark Harpe+8
00103091	Dark Harpe+9
00103092	Dark Harpe+10
001030EC	Poison Harpe
001030ED	Poison Harpe+1
001030EE	Poison Harpe+2
001030EF	Poison Harpe+3
001030F0	Poison Harpe+4
001030F1	Poison Harpe+5
001030F2	Poison Harpe+6
001030F3	Poison Harpe+7
001030F4	Poison Harpe+8
001030F5	Poison Harpe+9
001030F6	Poison Harpe+10
00103150	Blood Harpe
00103151	Blood Harpe+1
00103152	Blood Harpe+2
00103153	Blood Harpe+3
00103154	Blood Harpe+4
00103155	Blood Harpe+5
00103156	Blood Harpe+6
00103157	Blood Harpe+7
00103158	Blood Harpe+8
00103159	Blood Harpe+9
0010315A	Blood Harpe+10
001031B4	Raw Harpe
001031B5	Raw Harpe+1
001031B6	Raw Harpe+2
001031B7	Raw Harpe+3
001031B8	Raw Harpe+4
001031B9	Raw Harpe+5
001031BA	Raw Harpe+6
001031BB	Raw Harpe+7
001031BC	Raw Harpe+8
001031BD	Raw Harpe+9
001031BE	Raw Harpe+10
00103218	Blessed Harpe
00103219	Blessed Harpe+1
0010321A	Blessed Harpe+2
0010321B	Blessed Harpe+3
0010321C	Blessed Harpe+4
0010321D	Blessed Harpe+5
0010321E	Blessed Harpe+6
0010321F	Blessed Harpe+7
00103220	Blessed Harpe+8
00103221	Blessed Harpe+9
00103222	Blessed Harpe+10
0010327C	Hollow Harpe
0010327D	Hollow Harpe+1
0010327E	Hollow Harpe+2
0010327F	Hollow Harpe+3
00103280	Hollow Harpe+4
00103281	Hollow Harpe+5
00103282	Hollow Harpe+6
00103283	Hollow Harpe+7
00103284	Hollow Harpe+8
00103285	Hollow Harpe+9
00103286	Hollow Harpe+10
001053B0	Scholar's Candlestick
001053B1	Scholar's Candlestick+1
001053B2	Scholar's Candlestick+2
001053B3	Scholar's Candlestick+3
001053B4	Scholar's Candlestick+4
001053B5	Scholar's Candlestick+5
001053B6	Scholar's Candlestick+6
001053B7	Scholar's Candlestick+7
001053B8	Scholar's Candlestick+8
001053B9	Scholar's Candlestick+9
001053BA	Scholar's Candlestick+10
00107AC0	Tailbone Short Sword
00107AC1	Tailbone Short Sword+1
00107AC2	Tailbone Short Sword+2
00107AC3	Tailbone Short Sword+3
00107AC4	Tailbone Short Sword+4
00107AC5	Tailbone Short Sword+5
00107AC6	Tailbone Short Sword+6
00107AC7	Tailbone Short Sword+7
00107AC8	Tailbone Short Sword+8
00107AC9	Tailbone Short Sword+9
00107ACA	Tailbone Short Sword+10
0010A1D0	Corvian Greatknife
0010A1D1	Corvian Greatknife+1
0010A1D2	Corvian Greatknife+2
0010A1D3	Corvian Greatknife+3
0010A1D4	Corvian Greatknife+4
0010A1D5	Corvian Greatknife+5
0010A1D6	Corvian Greatknife+6
0010A1D7	Corvian Greatknife+7
0010A1D8	Corvian Greatknife+8
0010A1D9	Corvian Greatknife+9
0010A1DA	Corvian Greatknife+10
0010A234	Heavy Corvian Greatknife
0010A235	Heavy Corvian Greatknife+1
0010A236	Heavy Corvian Greatknife+2
0010A237	Heavy Corvian Greatknife+3
0010A238	Heavy Corvian Greatknife+4
0010A239	Heavy Corvian Greatknife+5
0010A23A	Heavy Corvian Greatknife+6
0010A23B	Heavy Corvian Greatknife+7
0010A23C	Heavy Corvian Greatknife+8
0010A23D	Heavy Corvian Greatknife+9
0010A23E	Heavy Corvian Greatknife+10
0010A298	Sharp Corvian Greatknife
0010A299	Sharp Corvian Greatknife+1
0010A29A	Sharp Corvian Greatknife+2
0010A29B	Sharp Corvian Greatknife+3
0010A29C	Sharp Corvian Greatknife+4
0010A29D	Sharp Corvian Greatknife+5
0010A29E	Sharp Corvian Greatknife+6
0010A29F	Sharp Corvian Greatknife+7
0010A2A0	Sharp Corvian Greatknife+8
0010A2A1	Sharp Corvian Greatknife+9
0010A2A2	Sharp Corvian Greatknife+10
0010A2FC	Refined Corvian Greatknife
0010A2FD	Refined Corvian Greatknife+1
0010A2FE	Refined Corvian Greatknife+2
0010A2FF	Refined Corvian Greatknife+3
0010A300	Refined Corvian Greatknife+4
0010A301	Refined Corvian Greatknife+5
0010A302	Refined Corvian Greatknife+6
0010A303	Refined Corvian Greatknife+7
0010A304	Refined Corvian Greatknife+8
0010A305	Refined Corvian Greatknife+9
0010A306	Refined Corvian Greatknife+10
0010A360	Simple Corvian Greatknife
0010A361	Simple Corvian Greatknife+1
0010A362	Simple Corvian Greatknife+2
0010A363	Simple Corvian Greatknife+3
0010A364	Simple Corvian Greatknife+4
0010A365	Simple Corvian Greatknife+5
0010A366	Simple Corvian Greatknife+6
0010A367	Simple Corvian Greatknife+7
0010A368	Simple Corvian Greatknife+8
0010A369	Simple Corvian Greatknife+9
0010A36A	Simple Corvian Greatknife+10
0010A3C4	Crystal Corvian Greatknife
0010A3C5	Crystal Corvian Greatknife+1
0010A3C6	Crystal Corvian Greatknife+2
0010A3C7	Crystal Corvian Greatknife+3
0010A3C8	Crystal Corvian Greatknife+4
0010A3C9	Crystal Corvian Greatknife+5
0010A3CA	Crystal Corvian Greatknife+6
0010A3CB	Crystal Corvian Greatknife+7
0010A3CC	Crystal Corvian Greatknife+8
0010A3CD	Crystal Corvian Greatknife+9
0010A3CE	Crystal Corvian Greatknife+10
0010A428	Fire Corvian Greatknife
0010A429	Fire Corvian Greatknife+1
0010A42A	Fire Corvian Greatknife+2
0010A42B	Fire Corvian Greatknife+3
0010A42C	Fire Corvian Greatknife+4
0010A42D	Fire Corvian Greatknife+5
0010A42E	Fire Corvian Greatknife+6
0010A42F	Fire Corvian Greatknife+7
0010A430	Fire Corvian Greatknife+8
0010A431	Fire Corvian Greatknife+9
0010A432	Fire Corvian Greatknife+10
0010A48C	Chaos Corvian Greatknife
0010A48D	Chaos Corvian Greatknife+1
0010A48E	Chaos Corvian Greatknife+2
0010A48F	Chaos Corvian Greatknife+3
0010A490	Chaos Corvian Greatknife+4
0010A491	Chaos Corvian Greatknife+5
0010A492	Chaos Corvian Greatknife+6
0010A493	Chaos Corvian Greatknife+7
0010A494	Chaos Corvian Greatknife+8
0010A495	Chaos Corvian Greatknife+9
0010A496	Chaos Corvian Greatknife+10
0010A4F0	Lightning Corvian Greatknife
0010A4F1	Lightning Corvian Greatknife+1
0010A4F2	Lightning Corvian Greatknife+2
0010A4F3	Lightning Corvian Greatknife+3
0010A4F4	Lightning Corvian Greatknife+4
0010A4F5	Lightning Corvian Greatknife+5
0010A4F6	Lightning Corvian Greatknife+6
0010A4F7	Lightning Corvian Greatknife+7
0010A4F8	Lightning Corvian Greatknife+8
0010A4F9	Lightning Corvian Greatknife+9
0010A4FA	Lightning Corvian Greatknife+10
0010A554	Deep Corvian Greatknife
0010A555	Deep Corvian Greatknife+1
0010A556	Deep Corvian Greatknife+2
0010A557	Deep Corvian Greatknife+3
0010A558	Deep Corvian Greatknife+4
0010A559	Deep Corvian Greatknife+5
0010A55A	Deep Corvian Greatknife+6
0010A55B	Deep Corvian Greatknife+7
0010A55C	Deep Corvian Greatknife+8
0010A55D	Deep Corvian Greatknife+9
0010A55E	Deep Corvian Greatknife+10
0010A5B8	Dark Corvian Greatknife
0010A5B9	Dark Corvian Greatknife+1
0010A5BA	Dark Corvian Greatknife+2
0010A5BB	Dark Corvian Greatknife+3
0010A5BC	Dark Corvian Greatknife+4
0010A5BD	Dark Corvian Greatknife+5
0010A5BE	Dark Corvian Greatknife+6
0010A5BF	Dark Corvian Greatknife+7
0010A5C0	Dark Corvian Greatknife+8
0010A5C1	Dark Corvian Greatknife+9
0010A5C2	Dark Corvian Greatknife+10
0010A61C	Poison Corvian Greatknife
0010A61D	Poison Corvian Greatknife+1
0010A61E	Poison Corvian Greatknife+2
0010A61F	Poison Corvian Greatknife+3
0010A620	Poison Corvian Greatknife+4
0010A621	Poison Corvian Greatknife+5
0010A622	Poison Corvian Greatknife+6
0010A623	Poison Corvian Greatknife+7
0010A624	Poison Corvian Greatknife+8
0010A625	Poison Corvian Greatknife+9
0010A626	Poison Corvian Greatknife+10
0010A680	Blood Corvian Greatknife
0010A681	Blood Corvian Greatknife+1
0010A682	Blood Corvian Greatknife+2
0010A683	Blood Corvian Greatknife+3
0010A684	Blood Corvian Greatknife+4
0010A685	Blood Corvian Greatknife+5
0010A686	Blood Corvian Greatknife+6
0010A687	Blood Corvian Greatknife+7
0010A688	Blood Corvian Greatknife+8
0010A689	Blood Corvian Greatknife+9
0010A68A	Blood Corvian Greatknife+10
0010A6E4	Raw Corvian Greatknife
0010A6E5	Raw Corvian Greatknife+1
0010A6E6	Raw Corvian Greatknife+2
0010A6E7	Raw Corvian Greatknife+3
0010A6E8	Raw Corvian Greatknife+4
0010A6E9	Raw Corvian Greatknife+5
0010A6EA	Raw Corvian Greatknife+6
0010A6EB	Raw Corvian Greatknife+7
0010A6EC	Raw Corvian Greatknife+8
0010A6ED	Raw Corvian Greatknife+9
0010A6EE	Raw Corvian Greatknife+10
0010A748	Blessed Corvian Greatknife
0010A749	Blessed Corvian Greatknife+1
0010A74A	Blessed Corvian Greatknife+2
0010A74B	Blessed Corvian Greatknife+3
0010A74C	Blessed Corvian Greatknife+4
0010A74D	Blessed Corvian Greatknife+5
0010A74E	Blessed Corvian Greatknife+6
0010A74F	Blessed Corvian Greatknife+7
0010A750	Blessed Corvian Greatknife+8
0010A751	Blessed Corvian Greatknife+9
0010A752	Blessed Corvian Greatknife+10
0010A7AC	Hollow Corvian Greatknife
0010A7AD	Hollow Corvian Greatknife+1
0010A7AE	Hollow Corvian Greatknife+2
0010A7AF	Hollow Corvian Greatknife+3
0010A7B0	Hollow Corvian Greatknife+4
0010A7B1	Hollow Corvian Greatknife+5
0010A7B2	Hollow Corvian Greatknife+6
0010A7B3	Hollow Corvian Greatknife+7
0010A7B4	Hollow Corvian Greatknife+8
0010A7B5	Hollow Corvian Greatknife+9
0010A7B6	Hollow Corvian Greatknife+10
00111700	Handmaid's Dagger
00111701	Handmaid's Dagger+1
00111702	Handmaid's Dagger+2
00111703	Handmaid's Dagger+3
00111704	Handmaid's Dagger+4
00111705	Handmaid's Dagger+5
00111706	Handmaid's Dagger+6
00111707	Handmaid's Dagger+7
00111708	Handmaid's Dagger+8
00111709	Handmaid's Dagger+9
0011170A	Handmaid's Dagger+10
001E8480	Shortsword
001E8481	Shortsword+1
001E8482	Shortsword+2
001E8483	Shortsword+3
001E8484	Shortsword+4
001E8485	Shortsword+5
001E8486	Shortsword+6
001E8487	Shortsword+7
001E8488	Shortsword+8
001E8489	Shortsword+9
001E848A	Shortsword+10
001E84E4	Heavy Shortsword
001E84E5	Heavy Shortsword+1
001E84E6	Heavy Shortsword+2
001E84E7	Heavy Shortsword+3
001E84E8	Heavy Shortsword+4
001E84E9	Heavy Shortsword+5
001E84EA	Heavy Shortsword+6
001E84EB	Heavy Shortsword+7
001E84EC	Heavy Shortsword+8
001E84ED	Heavy Shortsword+9
001E84EE	Heavy Shortsword+10
001E8548	Sharp Shortsword
001E8549	Sharp Shortsword+1
001E854A	Sharp Shortsword+2
001E854B	Sharp Shortsword+3
001E854C	Sharp Shortsword+4
001E854D	Sharp Shortsword+5
001E854E	Sharp Shortsword+6
001E854F	Sharp Shortsword+7
001E8550	Sharp Shortsword+8
001E8551	Sharp Shortsword+9
001E8552	Sharp Shortsword+10
001E85AC	Refined Shortsword
001E85AD	Refined Shortsword+1
001E85AE	Refined Shortsword+2
001E85AF	Refined Shortsword+3
001E85B0	Refined Shortsword+4
001E85B1	Refined Shortsword+5
001E85B2	Refined Shortsword+6
001E85B3	Refined Shortsword+7
001E85B4	Refined Shortsword+8
001E85B5	Refined Shortsword+9
001E85B6	Refined Shortsword+10
001E8610	Simple Shortsword
001E8611	Simple Shortsword+1
001E8612	Simple Shortsword+2
001E8613	Simple Shortsword+3
001E8614	Simple Shortsword+4
001E8615	Simple Shortsword+5
001E8616	Simple Shortsword+6
001E8617	Simple Shortsword+7
001E8618	Simple Shortsword+8
001E8619	Simple Shortsword+9
001E861A	Simple Shortsword+10
001E8674	Crystal Shortsword
001E8675	Crystal Shortsword+1
001E8676	Crystal Shortsword+2
001E8677	Crystal Shortsword+3
001E8678	Crystal Shortsword+4
001E8679	Crystal Shortsword+5
001E867A	Crystal Shortsword+6
001E867B	Crystal Shortsword+7
001E867C	Crystal Shortsword+8
001E867D	Crystal Shortsword+9
001E867E	Crystal Shortsword+10
001E86D8	Fire Shortsword
001E86D9	Fire Shortsword+1
001E86DA	Fire Shortsword+2
001E86DB	Fire Shortsword+3
001E86DC	Fire Shortsword+4
001E86DD	Fire Shortsword+5
001E86DE	Fire Shortsword+6
001E86DF	Fire Shortsword+7
001E86E0	Fire Shortsword+8
001E86E1	Fire Shortsword+9
001E86E2	Fire Shortsword+10
001E873C	Chaos Shortsword
001E873D	Chaos Shortsword+1
001E873E	Chaos Shortsword+2
001E873F	Chaos Shortsword+3
001E8740	Chaos Shortsword+4
001E8741	Chaos Shortsword+5
001E8742	Chaos Shortsword+6
001E8743	Chaos Shortsword+7
001E8744	Chaos Shortsword+8
001E8745	Chaos Shortsword+9
001E8746	Chaos Shortsword+10
001E87A0	Lightning Shortsword
001E87A1	Lightning Shortsword+1
001E87A2	Lightning Shortsword+2
001E87A3	Lightning Shortsword+3
001E87A4	Lightning Shortsword+4
001E87A5	Lightning Shortsword+5
001E87A6	Lightning Shortsword+6
001E87A7	Lightning Shortsword+7
001E87A8	Lightning Shortsword+8
001E87A9	Lightning Shortsword+9
001E87AA	Lightning Shortsword+10
001E8804	Deep Shortsword
001E8805	Deep Shortsword+1
001E8806	Deep Shortsword+2
001E8807	Deep Shortsword+3
001E8808	Deep Shortsword+4
001E8809	Deep Shortsword+5
001E880A	Deep Shortsword+6
001E880B	Deep Shortsword+7
001E880C	Deep Shortsword+8
001E880D	Deep Shortsword+9
001E880E	Deep Shortsword+10
001E8868	Dark Shortsword
001E8869	Dark Shortsword+1
001E886A	Dark Shortsword+2
001E886B	Dark Shortsword+3
001E886C	Dark Shortsword+4
001E886D	Dark Shortsword+5
001E886E	Dark Shortsword+6
001E886F	Dark Shortsword+7
001E8870	Dark Shortsword+8
001E8871	Dark Shortsword+9
001E8872	Dark Shortsword+10
001E88CC	Poison Shortsword
001E88CD	Poison Shortsword+1
001E88CE	Poison Shortsword+2
001E88CF	Poison Shortsword+3
001E88D0	Poison Shortsword+4
001E88D1	Poison Shortsword+5
001E88D2	Poison Shortsword+6
001E88D3	Poison Shortsword+7
001E88D4	Poison Shortsword+8
001E88D5	Poison Shortsword+9
001E88D6	Poison Shortsword+10
001E8930	Blood Shortsword
001E8931	Blood Shortsword+1
001E8932	Blood Shortsword+2
001E8933	Blood Shortsword+3
001E8934	Blood Shortsword+4
001E8935	Blood Shortsword+5
001E8936	Blood Shortsword+6
001E8937	Blood Shortsword+7
001E8938	Blood Shortsword+8
001E8939	Blood Shortsword+9
001E893A	Blood Shortsword+10
001E8994	Raw Shortsword
001E8995	Raw Shortsword+1
001E8996	Raw Shortsword+2
001E8997	Raw Shortsword+3
001E8998	Raw Shortsword+4
001E8999	Raw Shortsword+5
001E899A	Raw Shortsword+6
001E899B	Raw Shortsword+7
001E899C	Raw Shortsword+8
001E899D	Raw Shortsword+9
001E899E	Raw Shortsword+10
001E89F8	Blessed Shortsword
001E89F9	Blessed Shortsword+1
001E89FA	Blessed Shortsword+2
001E89FB	Blessed Shortsword+3
001E89FC	Blessed Shortsword+4
001E89FD	Blessed Shortsword+5
001E89FE	Blessed Shortsword+6
001E89FF	Blessed Shortsword+7
001E8A00	Blessed Shortsword+8
001E8A01	Blessed Shortsword+9
001E8A02	Blessed Shortsword+10
001E8A5C	Hollow Shortsword
001E8A5D	Hollow Shortsword+1
001E8A5E	Hollow Shortsword+2
001E8A5F	Hollow Shortsword+3
001E8A60	Hollow Shortsword+4
001E8A61	Hollow Shortsword+5
001E8A62	Hollow Shortsword+6
001E8A63	Hollow Shortsword+7
001E8A64	Hollow Shortsword+8
001E8A65	Hollow Shortsword+9
001E8A66	Hollow Shortsword+10
001EAB90	Long Sword
001EAB91	Long Sword+1
001EAB92	Long Sword+2
001EAB93	Long Sword+3
001EAB94	Long Sword+4
001EAB95	Long Sword+5
001EAB96	Long Sword+6
001EAB97	Long Sword+7
001EAB98	Long Sword+8
001EAB99	Long Sword+9
001EAB9A	Long Sword+10
001EABF4	Heavy Longsword
001EABF5	Heavy Longsword+1
001EABF6	Heavy Longsword+2
001EABF7	Heavy Longsword+3
001EABF8	Heavy Longsword+4
001EABF9	Heavy Longsword+5
001EABFA	Heavy Longsword+6
001EABFB	Heavy Longsword+7
001EABFC	Heavy Longsword+8
001EABFD	Heavy Longsword+9
001EABFE	Heavy Longsword+10
001EAC58	Sharp Longsword
001EAC59	Sharp Longsword+1
001EAC5A	Sharp Longsword+2
001EAC5B	Sharp Longsword+3
001EAC5C	Sharp Longsword+4
001EAC5D	Sharp Longsword+5
001EAC5E	Sharp Longsword+6
001EAC5F	Sharp Longsword+7
001EAC60	Sharp Longsword+8
001EAC61	Sharp Longsword+9
001EAC62	Sharp Longsword+10
001EACBC	Refined Longsword
001EACBD	Refined Longsword+1
001EACBE	Refined Longsword+2
001EACBF	Refined Longsword+3
001EACC0	Refined Longsword+4
001EACC1	Refined Longsword+5
001EACC2	Refined Longsword+6
001EACC3	Refined Longsword+7
001EACC4	Refined Longsword+8
001EACC5	Refined Longsword+9
001EACC6	Refined Longsword+10
001EAD20	Simple Longsword
001EAD21	Simple Longsword+1
001EAD22	Simple Longsword+2
001EAD23	Simple Longsword+3
001EAD24	Simple Longsword+4
001EAD25	Simple Longsword+5
001EAD26	Simple Longsword+6
001EAD27	Simple Longsword+7
001EAD28	Simple Longsword+8
001EAD29	Simple Longsword+9
001EAD2A	Simple Longsword+10
001EAD84	Crystal Longsword
001EAD85	Crystal Longsword+1
001EAD86	Crystal Longsword+2
001EAD87	Crystal Longsword+3
001EAD88	Crystal Longsword+4
001EAD89	Crystal Longsword+5
001EAD8A	Crystal Longsword+6
001EAD8B	Crystal Longsword+7
001EAD8C	Crystal Longsword+8
001EAD8D	Crystal Longsword+9
001EAD8E	Crystal Longsword+10
001EADE8	Fire Longsword
001EADE9	Fire Longsword+1
001EADEA	Fire Longsword+2
001EADEB	Fire Longsword+3
001EADEC	Fire Longsword+4
001EADED	Fire Longsword+5
001EADEE	Fire Longsword+6
001EADEF	Fire Longsword+7
001EADF0	Fire Longsword+8
001EADF1	Fire Longsword+9
001EADF2	Fire Longsword+10
001EAE4C	Chaos Longsword
001EAE4D	Chaos Longsword+1
001EAE4E	Chaos Longsword+2
001EAE4F	Chaos Longsword+3
001EAE50	Chaos Longsword+4
001EAE51	Chaos Longsword+5
001EAE52	Chaos Longsword+6
001EAE53	Chaos Longsword+7
001EAE54	Chaos Longsword+8
001EAE55	Chaos Longsword+9
001EAE56	Chaos Longsword+10
001EAEB0	Lightning Longsword
001EAEB1	Lightning Longsword+1
001EAEB2	Lightning Longsword+2
001EAEB3	Lightning Longsword+3
001EAEB4	Lightning Longsword+4
001EAEB5	Lightning Longsword+5
001EAEB6	Lightning Longsword+6
001EAEB7	Lightning Longsword+7
001EAEB8	Lightning Longsword+8
001EAEB9	Lightning Longsword+9
001EAEBA	Lightning Longsword+10
001EAF14	Deep Longsword
001EAF15	Deep Longsword+1
001EAF16	Deep Longsword+2
001EAF17	Deep Longsword+3
001EAF18	Deep Longsword+4
001EAF19	Deep Longsword+5
001EAF1A	Deep Longsword+6
001EAF1B	Deep Longsword+7
001EAF1C	Deep Longsword+8
001EAF1D	Deep Longsword+9
001EAF1E	Deep Longsword+10
001EAF78	Dark Longsword
001EAF79	Dark Longsword+1
001EAF7A	Dark Longsword+2
001EAF7B	Dark Longsword+3
001EAF7C	Dark Longsword+4
001EAF7D	Dark Longsword+5
001EAF7E	Dark Longsword+6
001EAF7F	Dark Longsword+7
001EAF80	Dark Longsword+8
001EAF81	Dark Longsword+9
001EAF82	Dark Longsword+10
001EAFDC	Poison Longsword
001EAFDD	Poison Longsword+1
001EAFDE	Poison Longsword+2
001EAFDF	Poison Longsword+3
001EAFE0	Poison Longsword+4
001EAFE1	Poison Longsword+5
001EAFE2	Poison Longsword+6
001EAFE3	Poison Longsword+7
001EAFE4	Poison Longsword+8
001EAFE5	Poison Longsword+9
001EAFE6	Poison Longsword+10
001EB040	Blood Longsword
001EB041	Blood Longsword+1
001EB042	Blood Longsword+2
001EB043	Blood Longsword+3
001EB044	Blood Longsword+4
001EB045	Blood Longsword+5
001EB046	Blood Longsword+6
001EB047	Blood Longsword+7
001EB048	Blood Longsword+8
001EB049	Blood Longsword+9
001EB04A	Blood Longsword+10
001EB0A4	Raw Longsword
001EB0A5	Raw Longsword+1
001EB0A6	Raw Longsword+2
001EB0A7	Raw Longsword+3
001EB0A8	Raw Longsword+4
001EB0A9	Raw Longsword+5
001EB0AA	Raw Longsword+6
001EB0AB	Raw Longsword+7
001EB0AC	Raw Longsword+8
001EB0AD	Raw Longsword+9
001EB0AE	Raw Longsword+10
001EB108	Blessed Longsword
001EB109	Blessed Longsword+1
001EB10A	Blessed Longsword+2
001EB10B	Blessed Longsword+3
001EB10C	Blessed Longsword+4
001EB10D	Blessed Longsword+5
001EB10E	Blessed Longsword+6
001EB10F	Blessed Longsword+7
001EB110	Blessed Longsword+8
001EB111	Blessed Longsword+9
001EB112	Blessed Longsword+10
001EB16C	Hollow Longsword
001EB16D	Hollow Longsword+1
001EB16E	Hollow Longsword+2
001EB16F	Hollow Longsword+3
001EB170	Hollow Longsword+4
001EB171	Hollow Longsword+5
001EB172	Hollow Longsword+6
001EB173	Hollow Longsword+7
001EB174	Hollow Longsword+8
001EB175	Hollow Longsword+9
001EB176	Hollow Longsword+10
001ED2A0	Broadsword
001ED2A1	Broadsword+1
001ED2A2	Broadsword+2
001ED2A3	Broadsword+3
001ED2A4	Broadsword+4
001ED2A5	Broadsword+5
001ED2A6	Broadsword+6
001ED2A7	Broadsword+7
001ED2A8	Broadsword+8
001ED2A9	Broadsword+9
001ED2AA	Broadsword+10
001ED304	Heavy Broadsword
001ED305	Heavy Broadsword+1
001ED306	Heavy Broadsword+2
001ED307	Heavy Broadsword+3
001ED308	Heavy Broadsword+4
